錄音檔檔名,辨認出之客語漢字
DF205J2067_034,垃圾愛著資源回收
DF205J2067_035,請問需要麼个服務
DF205J2067_036,恭喜發財新年快樂
DF205J2067_037,𠊎愛記起肩个
DF205J2067_038,準備一個菜口味仰子
DF205J2067_039,請毋好討赤肚食東西
DF205J2067_040,學生愛著制服戲學教
DF205J2067_041,阿伯在遐耬枋有電梯
DF205J2067_042,𠊎行路係有強騎乘
DF205J2067_043,𠊎討食死路口等你
DF205J2067_044,記這擺用信用卡付款
DF205J2067_045,老弟通過認證考試咧
DF205J2067_046,討網路莫當書當利便
DF205J2067_047,成個透路毋著得管無
DF205J2067_048,緊急放尞毋使戲學教
DF205J2067_049,惜睏一下恁久無囥到
DF205J2067_050,勞力毋使細義失禮
DF205J2067_051,歹食無關係拜託你
DF205J2067_052,五十支無𠊎五十支
DF205J2067_053,𠊎當茄𠊎當糖
DF205J2067_054,阿伯打照順都愛食咖啡
DF205J2067_055,支張新褲企𠊎阿婆往下
DF205J2067_056,請問這領衫係麼个寸尊
DF205J2067_057,恁吵鬧目仰子拄得鳥
DF205J2067_058,驚年在岸步都愛洗膴身
DF205J2067_059,熱天大家較好喜海蕨寮
DF205J2067_060,有病愛唊唊西本順序毋肝
DF205J2067_061,緊比入個駁子毋有寒吂
DF205J2067_062,𠊎車恁不翻車甩五點
DF205J2067_063,表哥得人都當人真作穡
DF205J2067_064,銀布條駛尺愛較注意兜
DF205J2067_065,請問識得請毋會恁便所
DF205J2067_066,目孝得吂得𠊎想一下
DF205J2067_067,目带内尾有人討掛卡無
DF205J2067_068,𠊎轉來咧目愛起內尾
DF205J2067_069,恁早食飽吂恁久好無
DF205J2067_070,汗得人食哦汗得人鬧哦
DF205J2067_071,毋罕強哦𠊎又無影啦
DF205J2067_072,若年輒輒共下鬥緊莫委屎
DF205J2067_073,成佢个東西即心得食个
DF205J2067_074,天光日即得討往下打電動
DF205J2067_075,共下這公園園堂啊咧
DF205J2067_076,這跳路較近遐跳路較遠
DF205J2067_077,十子毋好駛車駛車莫食酒
DF205J2067_078,𠊎無閒即會轉腳毋得咧
DF205J2067_079,阿爸無討活價阿妹行吂轉
DF205J2067_080,正來尞順行又喊正來尞
DF205J2067_081,結老公當牌偷爺夫娘當姓
DF205J2067_082,電視到變華愛張較燒暖兜
DF205J2067_083,便利商店十點莫到當到東視
DF205J2067_084,下一擺過在洋時間共下著了
DF205J2067_085,當晝透當熱毋好出去用糖
DF205J2067_086,𠊎當講緊電話請等一下
DF205J2067_087,𠊎準備好咧識得開除咧
DF205J2067_088,這件事情不能講到恁輕可
DF205J2067_089,歹食老膠咧毋愛赴時間無
DF205J2067_090,有麼个問題無想戲真周到
DF205J2067_091,粒蠶無和麼个寄愛照顧結婚个
DF205J2067_092,客人用駁菜做等路義手翻影
DF205J2067_093,阿伯有糖尿病身底溼忒悿
DF205J2067_094,電火關撇機麻煩毋開電火好無
DF205J2067_095,唊釣會糊毋到个駛車愛細義
DF205J2067_096,請問想閃𠊎閃望按著大面
DF205J2067_097,生日快樂身體康健萬事如意
DF205J2067_098,客家文化園區輒輒舉辦展覽活動
DF205J2067_099,目金筆張到暗排頭愛歇溼酒係無
DF205J2067_100,五萬倒咧請等一下𠊎黏時來
DF205J2067_101,𠊎愛徙當晝暗夜咧好戲徙無咧
DF205J2067_102,阿弟討檢讀歇睏老弟討廳下看電視
DF205J2067_103,阿美討做下煮飯𠊎打早順掃地呢
DF205J2067_104,有人囥來毋好打赤膀燕王請脫鞋
DF205J2067_105,坐火車愛先莫漂請問高鐵車頭仰子行
DF205J2067_106,𠊎尿出想愛屙尿老妹討洗身間洗身
DF205J2067_107,喊佢請車毋使燒停車門地著飛行機較緊
DF205J2067_109,老人家坐巴士毋使錢著捷運身底食東西
DF205J2067_110,寒天著膨線衫當燒暖熱天當熱著短袖即熟得个
DF205J2067_111,頭前斡正手片食到心腫炎正赴咧
DF205J2067_112,企蹛哪位企蹛屏東縣
DF205J2067_113,會議地點討哪位會議地點討屏東縣新比鄉
DF205J2067_114,列張相片係麼个所在這係聯光園東影鄉
DF205J2067_115,請問獎畫員論講真講掃討幾多了討半了
DF205J2067_116,𠊎愛轉臺北火車停到第兩月代愛唊唊咻正毋會赴毋多
DF205J2067_117,阿哥後日愛坐五點个火車騎車就出差
DF205J2067_118,聽講若愛坐頭枋車係花蓮車到站裡夾夾落車
DF205J2067_119,請問紅山火車頭仰子行𠊎蹛毋行火車頭寒到恁哦
DF205J2067_120,接賞車會對本院駛到超州火車頭討本院大門口坐車
DF205J2067_121,請問五對哪位來奶對吉隆來
DF205J2067_122,𠊎爸準備愛去臺南出差個半月
DF205J2067_123,記一個恁係南偷打拚結密擋手
DF205J2067_124,請問毋識來過彰化無
DF205J2067_125,請問𠊎愛翕身長愛仰子盤尺
DF205J2067_126,請問到臺東愛駛幾久愛駛八點鐘久
DF205J2067_127,到澎湖大洋还有幾多公里还有三公里
DF205J2067_128,阿松哥十月十九愛討夫娘
DF205J2067_129,二月二十五學校放了遐日來戲看電影好無
DF205J2067_130,驚起政府个廣告十月初兩放了毋過請一個禮拜兩愛上班
DF205J2067_131,王先生毋掛个係百月食飽走相個問真
DF205J2067_132,報名對兩月初七起時到七月初兩為止
DF205J2067_133,今日認證个認證人係十一月初十
DF205J2067_135,今年客家桐花祭對四月十二開始到五月二十七為止
DF205J2067_136,今日係拜幾今日係拜二兼項有莫入上一個法動
DF205J2067_137,目糖𠊎看下今位係拜幾今位係拜四
DF205J2067_138,下禮拜三愛考試毋知無下禮拜一愛記得交作業
DF205J2067_139,上禮拜兩歸日落雨
DF205J2067_140,拜五記請假毋代理一下好無
DF205J2067_141,𠊎無蹛書表毋知這下幾多點這滿係十一點
DF205J2067_142,毋聽講愛坐幾多點个火車𠊎愛坐一點個火車
DF205J2067_143,準備十二點愛開會哦請訂手準備資料
DF205J2067_144,兩點好食飯咧食飯前愛先洗手食飯後愛湯嘴
DF205J2067_145,超過百點行吂到實算慢到咧
DF205J2067_146,𠊎得人三點愛囥電視新聞毋好緊囥電視目珠會囥壞批
DF205J2067_147,電視轉好咧五點遐有閒無十點共下來係用堂
DF205J2067_148,這下幾多點咧九點大家共下來打鬥四
DF205J2067_149,毋聽講幾多點愛來七點猶咧先食緊來毋爬
DF205J2067_150,為到赴兩點看電視記划飯划當機
DF205J2067_151,失禮哦請停講四點正擱打電話來掛號
DF205J2067_153,這擺囥百日圖較熱認證正式開始報名了
DF205J2067_154,小姐先生𠊎愛點菜𠊎愛點兩號餐
DF205J2067_155,毋愛盼個業務擇出了𠊎討毋肯手擪電梯
DF205J2067_156,請對四號櫃臺順後個了解和講想識討入了
DF205J2067_157,門診間討降了毋著跈虎大賞戲門診間即討䀴做手片
DF205J2067_158,九十四路公車來咧唊唊上車
DF205J2067_159,蝶王下個門牌係幾多號蝶王下個門牌係九十號
DF205J2067_160,老弟自溜到當電話幾正考到五十三分猶愛當十無
DF205J2067_161,請問幾多號𠊎係兩十二號
DF205J2067_162,已經正九十七箍定年價數當實在較便宜兜好無
DF205J2067_163,寄討路項嚴重三十兩箍
DF205J2067_164,這西瓜幾多錢兩十兩箍
DF205J2067_165,五厥个鞋兩十箍愛先趁五秀掛號費兩百箍
DF205J2067_166,請毋係藥強領藥這個號嘛係二十二號勞力請慢行
DF205J2067_167,毋係七十二號等遐喊來爺媽嘛正請毋係佢討盤理
DF205J2067_168,這算幾長八十兩公尺這菜仰子賣一隻五十九箍
DF205J2067_169,檢查報告大約愛等尋食四分鐘請毋先坐一下
DF205J2067_170,司機先生𠊎愛關時間四十三分鐘會到無
DF205J2067_171,好巷窗裡唊唊係洗面熝牙齒行愛幾久擱百分鐘
DF205J2067_172,記這擺莫火車票莫辦三百箍
DF205J2067_173,這正幾多錢這正兩千百百箍
DF205J2067_174,機器撈粄婆公司刷卡莫動輸用刜四萬箍
DF205J2067_175,莊巷有九支卵管紙箱地崠有兩粒舊
DF205J2067_176,對這項行路係火赤頭愛行五分鐘
DF205J2067_177,這本手總強有兩百頁𠊎算一下總強愛九百箍
DF205J2067_178,五幾多歲咧𠊎幾年親世
DF205J2067_179,這領衫莫排𠊎背背口
DF205J2067_180,頭家雞卵已經幾多錢雞卵已經十四箍
DF205J2067_181,伸這兜歸下莫抹兩百箍即好
DF205J2067_182,𠊎聽講阿慧著到四千萬個大獎有影抑無影
DF205J2067_183,莊當久無捽清灰當盆喊九個人擱四個片定手
DF205J2067_184,請問這活客有幾多人𠊎活客總共有五個人
DF205J2067_185,𠊎準備慢到兩分鐘本身生麻
DF205J2067_186,騎青崎尋人穩跳遐橋越緊
DF205J2067_187,請問到場點行有幾多站行有八站即會到咧
DF205J2067_188,蝶來今日幾多歲𠊎來今年三歲寒得人惜哦
DF205J2067_189,兩支牛眼毋知係忒多抑係忒少
DF205J2067_190,頭遐請四個細妹來生理
DF205J2067_191,係愛掛號麻煩健保卡抔𠊎行擱繳九百箍
DF205J2067_192,三頓食飽飯食藥一日食三擺一擺五粒
DF205J2067_193,這兩張藥毋好共下食愛敢兩點張正好食哦
DF205J2067_194,愛注意哦這兩張無用水請鑑尋點長正點
DF205J2067_195,毋愛尞幾久𠊎愛尞百日因為阿舅愛討夫仰
DF205J2067_196,𠊎人有三個人𠊎人想愛坐偎窗門遐尾
DF205J2067_197,作文題無係𠊎若係有兩碗箍想愛捉麼个
DF205J2067_198,夜市堵遐牛子褲一領正賣四百又靚又便宜
DF205J2067_199,𠊎恁久著無定目梨絲注意到遐個門蒂供入前
DF205J2067_200,檢查好咧五日後正轉來本省省囥聽報告
DF205K2001_001,火嚴重這今日見到厥列四月正到五月初
DF205K2001_002,鞋有通花開遐佢剪
DF205K2001_003,讀書又核𫣆人丈夫火焰蟲大出個時節
DF205K2001_004,苗栗臺中偎三個所在又當到生理人
DF205K2001_005,用日時頭想動畫
DF205K2001_006,暗目透探火焰蟲个法堂來廣告
DF205K2001_007,餳來臺灣各地个人客
DF205K2001_008,討列團時間丈夫提起個觀光景點恁恁恁接人
DF205K2001_009,猶討這兜生理人个錢袋塞淰淰
DF205K2001_010,滿山个油桐花開到白膨膨正經係當靚遐風景
DF205K2001_011,恁分了後佢尋個火焰蟲又會得本人趁無共樣个享受
DF205K2001_012,真煮恁个人客款化相貨嚴重惜密密
DF205K2001_013,生理人算錢猶算係牙疾時
DF205K2001_014,火焰蟲對𠊎人在鬥莊下細人來講實在無麼个喜氣
DF205K2001_015,石像春天開花秋天落葉暗自然
DF205K2001_016,記得耐著洗恁遐下
DF205K2001_017,熱天食飽夜阿美喊討做下撿揫
DF205K2001_018,阿打阿姊擎核去食討禾請坐兩打嘴鼓
DF205K2001_019,阿哥識會大金𠊎討落地裝火焰蟲架
DF205K2001_020,佢當時个火焰蟲滿哪都係禾請行實管得到
DF205L2067_001,幾食忒多酒嘴都行路橫來橫起
DF205L2067_002,著大水遐時鐘這好跋做下係哪像水
DF205L2067_003,記表名項係恁講時下即毋知咧
DF205L2067_004,新娘看起來當後生白二十歲定年
DF205L2067_005,阿琴姨正手術出來和圓圓講法無力
DF205L2067_006,𠊎先湯啊在停手羊賣落溪公轉黃
DF205L2067_007,過年過節強派人會共下來拜祖公
DF205L2067_008,這菜有影好食隨得教𠊎有無
DF205L2067_009,暗个个談事係請無想著个手工擋油
DF205L2067_010,隨放較少兜莫正隨得足多恁尿
DF205L2067_011,阿叔日日打早隨時用糖毋使太難
DF205L2067_012,坐高鐵對臺北到臺中先點張食到咧
DF205L2067_013,飯店囥當多阿舅跳擺早洗日時刻換氣
DF205L2067_014,球生煙跳落海鳥供到一個親多個細人
DF205L2067_015,阿伯打早熟會起公園用桶
DF205L2067_016,國人斡大路毋堵好趁水管斡斷髮
DF205L2067_017,這兩個人見擺冤家隨請這樣講話
DF205L2067_018,毋好討這茄鹽樹溪蠟煞湯個片茄
DF205L2067_019,愛騎毋自家騎滿人有行手槍好騎
DF205L2067_020,學教个較二教才你先生即拁你變十個
DF205L2067_021,借兩儕當想好大家意囥好這談分心
DF205L2067_022,目湯猶在盤水順續擐到藥湯巷
DF205L2067_023,雞當爪一碗糜兩下半四十淨淨咧
DF205L2067_024,落天𠊎頭摸刀燒學燒學白鞋寒到咧
DF205L2067_025,恁無堵好阿良擎歸遐日去關西樓咧
DF205L2067_026,硬油毋使提過嗄會知愛戴麼个
DF205L2067_027,擊當會囥穀得石到天崠恁高高
DF205L2067_028,防災會來咧猶在基平幾下偎手偎
DF205L2067_029,雞捉到手山無捉个毋使擱投機入股
DF205L2067_030,阿玉哥討申請大家鬥緊來起本級請
DF205L2067_031,淨靈企起來無紅毋知本麼个搶到
DF205L2067_032,球生煙跳落海底供到這個深多個世人
DF205L2067_033,這和敢有相過仰子識起來射射
DF205L2067_034,細人毋好食忒多湯驚耙會足鴨
DF205L2067_035,頭拜日驚破傷毋會尋差歇睏人
